country,political_system,leader,start_date,end_date,country_iso3
Philippines,presidential,Benigno Aquino Iii,2010-06-30,2016-06-30,PHL
Philippines,presidential,Rodrigo Duterte,2016-06-30,2022-06-30,PHL
Portugal,parliamentary,Marcello Jose Das Neves Caetano,1968-09-27,1974-04-25,PRT
Portugal,parliamentary,Mario Alberto Nobre Lopez Soares,1976-07-23,1978-08-28,PRT
Portugal,parliamentary,Carlos Alberto Da Mota Pinto,1978-11-22,1979-08-01,PRT
Portugal,parliamentary,Francisco Sa Carneiro,1980-01-03,1980-12-04,PRT
Portugal,parliamentary,Francisco Pinto Balsemao,1981-01-09,1983-06-09,PRT
Portugal,parliamentary,Alberto Mario Soares,1983-06-09,1985-11-06,PRT
Portugal,parliamentary,Anibal Cavaco Esilva,1985-11-06,1995-10-28,PRT
Portugal,parliamentary,Antonio Guterres,1995-10-28,2002-04-06,PRT
Portugal,parliamentary,Jose Manuel Durao Barroso,2002-04-06,2004-07-17,PRT
Portugal,parliamentary,Jose Socrates,2005-03-12,2011-06-21,PRT
Portugal,parliamentary,Pedro Manuel Passos Coelho Mamede,2011-06-21,2015-11-26,PRT
Portugal,parliamentary,Antonio Luis Santos Da Costa,2015-11-26,,PRT
Paraguay,presidential,Alfredo Stroessner,1954-07-11,1989-02-03,PRY
Paraguay,presidential,Andres Rodriguez Pedotti,1989-02-03,1993-08-15,PRY
Paraguay,presidential,Juan Carlos Wasmosy,1993-08-15,1998-08-15,PRY
Paraguay,presidential,Luis Angel Gonzalez Macchi,1999-03-28,2003-08-15,PRY
Paraguay,presidential,Oscar Nicanor Duarte Frutos,2003-08-15,2008-08-15,PRY
Paraguay,presidential,Luis Federico Franco Gomez,2012-06-22,2013-08-15,PRY
Paraguay,presidential,Horacio Cartes Jara,2013-08-15,2018-08-15,PRY
Paraguay,presidential,Mario Abdo Benitez,2018-08-15,2023-08-15,PRY
Slovakia,parliamentary,Jozef Moravcik,1994-03-16,1994-12-13,SVK
Slovakia,parliamentary,Vladimir Meciar,1994-12-13,1998-10-30,SVK
Slovakia,parliamentary,Mikulas Dzurinda,1998-10-30,2006-07-04,SVK
Slovakia,parliamentary,Robert Fico,2006-07-04,2010-07-08,SVK
Slovakia,parliamentary,Iveta Radicova,2010-07-08,2012-04-04,SVK
Slovakia,parliamentary,Robert Fico,2012-04-04,2018-03-22,SVK
Slovakia,parliamentary,Peter Pellegrini,2018-03-22,2020-03-21,SVK
Slovenia,parliamentary,Janez Drnovsek,1992-05-14,2000-05-03,SVN
Slovenia,parliamentary,Andrej Bajuk,2000-05-03,2000-11-17,SVN
Slovenia,parliamentary,Janez Drnovsek,2000-11-17,2002-12-11,SVN
Slovenia,parliamentary,Anton Rop,2002-12-11,2004-11-09,SVN
Slovenia,parliamentary,Janez Jansa,2004-11-09,2008-11-21,SVN
Slovenia,parliamentary,Borut Pahor,2008-11-21,2012-02-10,SVN
Slovenia,parliamentary,Janez Jansa,2012-02-10,2013-03-20,SVN
Slovenia,parliamentary,Alenka Bratusek,2013-03-20,2014-09-18,SVN
Slovenia,parliamentary,Miro Cerar,2014-09-18,2018-09-13,SVN
Sweden,parliamentary,Olof Palme,1969-10-14,1976-09-20,SWE
Sweden,parliamentary,Thorbjorn Falldin,1976-10-04,1978-10-18,SWE
Sweden,parliamentary,Ola Ullsten,1978-10-18,1979-10-09,SWE
Sweden,parliamentary,Thorbjorn Falldin,1979-10-09,1982-10-07,SWE
Sweden,parliamentary,Olof Palme,1982-10-07,1986-02-28,SWE
Sweden,parliamentary,Ingvar Carlsson,1986-03-12,1991-10-30,SWE
Sweden,parliamentary,Carl Bildt,1991-10-30,1994-10-07,SWE
Sweden,parliamentary,Ingvar Carlsson,1994-10-07,1996-03-21,SWE
Sweden,parliamentary,Goran Persson,1996-03-21,2006-10-06,SWE
Sweden,parliamentary,Fredrik Reinfeldt,2006-10-06,2014-10-03,SWE
Sweden,parliamentary,Stefan Lofven,2014-10-03,2021-11-30,SWE
Thailand,parliamentary,M. R. Khukrit Pramot,1975-03-17,1976-04-16,THA
Thailand,parliamentary,Seni Pramot,1976-04-20,1976-10-06,THA
Thailand,parliamentary,Chatchai Chunhawan,1988-08-04,1991-02-23,THA
Thailand,parliamentary,Chuan Likphai,1992-09-23,1995-07-13,THA
Thailand,parliamentary,Banhan Sinlapa-Acha,1995-07-13,1996-12-01,THA
Thailand,parliamentary,Chawalit Yongchaiyut,1996-12-01,1997-11-09,THA
Thailand,parliamentary,Chuan Likphai,1997-11-09,2001-02-09,THA
Thailand,parliamentary,Thaksin Chinnawat,2001-02-10,2006-09-19,THA
Thailand,parliamentary,Abhisit Wechachiwa,2008-12-15,2011-08-08,THA
Thailand,parliamentary,Yinglak Chinnawat,2011-08-08,2014-05-07,THA
Uruguay,presidential,Juan Maria Bordaberry Arocena,1972-03-01,1976-06-12,URY
Uruguay,presidential,Alberto Demicheli,1976-06-12,1976-09-01,URY
Uruguay,presidential,Aparicio Mendez Manfredini,1976-09-01,1981-09-01,URY
Uruguay,presidential,Julio Maria Sanguinetti,1985-03-01,1990-03-01,URY
Uruguay,presidential,Luis Alberto Lacalle,1990-03-01,1995-03-01,URY
Uruguay,presidential,Julio Maria Sanguinetti,1995-03-01,2000-03-01,URY
Uruguay,presidential,Jorge Batlle,2000-03-02,2005-03-01,URY
Uruguay,presidential,Tabare Vazquez,2005-03-01,2010-03-01,URY
Uruguay,presidential,"Jose ""Pepe"" Mujica Cordano",2010-03-01,2015-03-01,URY
Uruguay,presidential,Tabare Vazquez,2015-03-01,2020-03-01,URY
United States,presidential,Richard Milhous Nixon,1969-01-20,1974-08-09,USA
United States,presidential,Gerald Rudolph Ford Jr,1974-08-09,1977-01-20,USA
United States,presidential,Jimmy Carter,1977-01-20,1981-01-20,USA
United States,presidential,Ronald Reagan,1981-01-20,1989-01-20,USA
United States,presidential,George H. W. Bush,1989-01-20,1993-01-20,USA
United States,presidential,William Clinton,1993-01-20,2001-01-20,USA
United States,presidential,George W. Bush,2001-01-21,2009-01-20,USA
United States,presidential,Barack Obama,2009-01-20,2017-01-20,USA
United States,presidential,Donald Trump,2017-01-21,2021-01-20,USA
Venezuela,presidential,Rafael Caldera Rodriguez,1969-03-11,1974-03-12,VEN
Venezuela,presidential,Carlos Andres Perez,1974-03-12,1979-03-12,VEN
Venezuela,presidential,Luis Herrera Campins,1979-03-12,1984-02-02,VEN
Venezuela,presidential,Jaime Lusinchi,1984-02-02,1989-02-02,VEN
Venezuela,presidential,Carlos Andres Perez,1989-02-02,1993-08-31,VEN
Venezuela,presidential,Rafael Caldera Rodriguez,1994-02-02,1999-02-02,VEN
Venezuela,presidential,Hugo Chavez Frias,1999-02-02,2012-03-05,VEN
Venezuela,presidential,Nicolas Maduro Moros,2012-03-05,,VEN
South Africa,parliamentary,Balthazar Johannes Vorster,1966-09-13,1978-09-28,ZAF
South Africa,parliamentary,Peter Willem Botha,1978-09-28,1989-01-18,ZAF
South Africa,parliamentary,Peter Willem Botha,1989-03-15,1989-08-14,ZAF
South Africa,parliamentary,F. W. De Klerk,1989-08-15,1994-05-10,ZAF
South Africa,parliamentary,Nelson Mandela,1994-05-10,1999-06-16,ZAF
South Africa,parliamentary,Thabo Mbeki,1999-06-16,2008-09-25,ZAF
South Africa,parliamentary,Jacob Zuma,2009-05-09,2018-02-14,ZAF
South Africa,parliamentary,Matamela Cyril Ramaphosa,2018-02-15,,ZAF
